sms,label
"Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
",0
"What will we do in the shower, baby?
",0
"Lol. Well quality aint bad at all so i aint complaining
",0
"Ok then i will come to ur home after half an hour
",0
"Welp apparently he retired
",0
"I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
",0
"Convey my regards to him
",0
"I'm working technical support :)voice process.networking field.
",0
"Finish liao... U?
",0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng
",0
"XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
",1
"Lol! Oops sorry! Have fun. 
",0
"FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
",1
"She's fine. Sends her greetings
",0
"Ok cool. See ya then.
",0
"Unless it's a situation where YOU GO GURL would be more appropriate
",0
"Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
",1
"How dare you change my ring
",0
"Oh Howda gud gud.. Mathe en samachara chikku:-)
",0
"You made my day. Do have a great day too.
",0
"We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
",0
"Jay wants to work out first, how's 4 sound?
",0
"Are you angry with me. What happen dear
",0
"K give me a sec, breaking a  &lt;#&gt;  at cstore
",0
"Wait, do you know if wesleys in town? I bet she does hella drugs!
",0
"Aaooooright are you at work?
",0
"Gd luck 4 ur exams :-)
",0
"Have you had a good day? Mine was really busy are you up to much tomorrow night?
",0
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+
",1
"""HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.""
",0
"Boo what time u get out? U were supposed to take me shopping today. :(
",0
"U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
",1
"Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
",1
"Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
",0
"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..
",0
"You call times job today ok umma and ask them to speed up
",0
"Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
",0
"Hey check it da. I have listed da.
",0
"Yo we are watching a movie on netflix
",0
"Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
",0
"Shall i come to get pickle
",0
"Super msg da:)nalla timing.
",0
"Ok. I only ask abt e movie. U wan ktv oso?
",0
"Just got outta class gonna go gym.
",0
"Hey you told your name to gautham ah?
",0
"Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
",0
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to
",0
"Happy birthday... May all ur dreams come true...
",0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!
",0
"What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
",0
"U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
",0
"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154
",1
"Shall i send that exe to your mail id.
",0
"I'm ok. Will do my part tomorrow
",0
"Hm good morning, headache anyone? :-)
",0
"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel
",1
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second
",0
"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.
",0
"Prepare to be pounded every night...
",0
"So no messages. Had food?
",0
"Wish u many many returns of the day.. Happy birthday vikky..
",0
"Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
",0
"Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
",0
"Huh y lei...
",0
"I'm going 2 orchard now laready me reaching soon. U reaching?
",0
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING
",0
"So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
",0
"URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
",1
"Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
",0
"Normally i use to drink more water daily:)
",0
"Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
",0
"How come u got nothing to do?
",0
"Uncle G, just checking up on you. Do have a rewarding month
",0
"Haha yeah, 2 oz is kind of a shitload
",0
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop
",1
"Ya even those cookies have jelly on them
",0
"Why she wants to talk to me
",0
"Sorry, I'll call later  &lt;#&gt; mins
",0
"I had askd u a question some hours before. Its answer
",0
"Lara said she can loan me  &lt;#&gt; .
",0
"Well i know Z will take care of me. So no worries.
",0
"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx
",0
"Dude u knw also telugu..thts gud..k, gud nyt..
",0
"So what do you guys do.
",0
"I'm still looking for a car to buy. And have not gone 4the driving test yet.
",0
"Same, I'm at my great aunts anniversary party in tarpon springs
",0
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop
",1
"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.
",1
"Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
",0
"I liked the new mobile
",0
"U still painting ur wall?
",0
"I not at home now lei...
",0
"All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
",0
"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure
",0
"IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
",0
"I re-met alex nichols from middle school and it turns out he's dealing!
",0
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".
",0
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..
",0
"No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
",0
"Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
",0
"Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
",1
"No problem with the renewal. I.ll do it right away but i dont know his details.
",0
"Hmm thinking lor...
",0
"Oh that was a forwarded message. I thought you send that to me
",0
"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...
",0
"Oops i thk i dun haf enuff... I go check then tell ü..
",0
"Thank you. I like you as well...
",0
"I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
",0
"Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
",0
"Wat r u doing now?
",0
"I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
",0
"Just sent again. Do you scream and moan in bed, princess?
",0
"Er yep sure. Props?
",0
"Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
",0
"Are there TA jobs available? Let me know please cos i really need to start working
",0
"We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
",0
"You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
",0
"T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
",1
"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj
",0
"I not busy juz dun wan 2 go so early.. Hee.. 
",0
"Do u noe wat time e place dat sells 4d closes?
",0
"How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
",0
"K, can I pick up another 8th when you're done?
",0
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit
",0
"I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
",0
"Po de :-):):-):-):-). No need job aha.
",0
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary
",0
"I'm leaving my house now.
",0
"I know that my friend already told that.
",0
"Send me yetty's number pls.
",0
"Customer place i will call you.
",0
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop
",0
